年齢,性別,婚姻ステータス,部署,職種,給料,職位,勤続年数,勤務企業数,ストックオプション,昇給率,人事評価,残業,出張頻度,家からの距離,教育レベル,教育分野,昨年の研修受講回数,仕事への関与度,仕事満足度,職場環境満足度,人関関係満足度,ワークライフバランス,離職,入社日,退社日
42,男性,既婚,研究開発,ヘルスケア担当,5538,2,10,5,2,18,3,FALSE,たまに,13,3,医療,2,4,1,2,3,2,FALSE,2017-10-30,
35,男性,離婚,研究開発,製造ディレクター,5762,2,15,2,1,14,3,FALSE,なし,2,2,医療,6,3,4,2,3,3,FALSE,2010-07-06,
38,男性,離婚,人事,人事,2592,1,13,5,3,13,3,FALSE,なし,2,3,人事,3,3,2,1,4,3,FALSE,2006-04-07,
34,男性,既婚,研究開発,ラボ技術者,5346,2,11,4,1,17,3,FALSE,頻繁,9,4,ライフサイエンス,3,3,1,4,3,2,TRUE,2001-10-30,2009-05-04
37,男性,独身,研究開発,製造ディレクター,4213,2,10,1,0,15,3,FALSE,たまに,10,4,医療,4,3,1,4,2,1,TRUE,2005-06-07,2015-11-28
39,男性,離婚,営業,営業幹部,4127,2,7,2,1,18,3,FALSE,頻繁,20,3,ライフサイエンス,6,3,4,3,4,3,FALSE,2015-06-01,
43,男性,独身,研究開発,リサーチサイエンティスト,2438,1,7,4,0,13,3,FALSE,なし,9,3,ライフサイエンス,2,3,3,1,3,2,FALSE,2014-06-07,
41,男性,独身,研究開発,ヘルスケア担当,6870,2,11,3,0,12,3,FALSE,たまに,5,3,ライフサイエンス,3,4,2,2,1,1,FALSE,2014-05-08,
41,女性,離婚,営業,営業幹部,10447,3,23,0,1,13,3,TRUE,たまに,4,1,マーケティング,3,3,3,3,4,4,FALSE,1995-02-20,
30,女性,独身,研究開発,製造ディレクター,9667,3,9,9,0,14,3,FALSE,たまに,10,3,医療,3,3,3,1,2,3,FALSE,2010-08-10,
26,女性,既婚,人事,人事,2148,1,6,0,0,11,3,TRUE,たまに,20,2,医療,3,3,2,4,3,3,TRUE,2006-08-23,2012-08-07
46,女性,既婚,研究開発,ヘルスケア担当,8926,2,13,4,1,22,4,FALSE,たまに,21,2,医療,2,3,2,4,4,4,TRUE,2002-03-27,2011-08-13
40,女性,離婚,研究開発,ヘルスケア担当,6513,2,12,4,1,17,3,FALSE,たまに,1,3,ライフサイエンス,3,3,4,3,4,3,FALSE,2012-10-31,
34,男性,既婚,営業,営業幹部,6799,2,10,1,2,21,4,FALSE,たまに,8,2,技術系,5,4,3,2,3,3,FALSE,2007-10-09,
58,男性,離婚,営業,マネージャー,16291,4,37,4,1,22,4,FALSE,なし,2,3,医療,0,3,2,2,4,2,FALSE,2001-01-20,
35,男性,既婚,研究開発,ラボ技術者,2705,1,6,0,1,16,3,FALSE,たまに,23,4,医療,2,1,3,2,2,4,FALSE,2012-12-02,
47,女性,離婚,研究開発,製造ディレクター,10333,3,28,8,1,12,3,TRUE,たまに,4,3,ライフサイエンス,4,2,2,3,3,3,FALSE,1995-10-23,
40,女性,離婚,研究開発,ヘルスケア担当,4448,2,15,2,1,12,3,FALSE,たまに,12,3,ライフサイエンス,3,3,1,2,2,3,FALSE,2010-12-05,
54,女性,既婚,研究開発,リサーチサイエンティスト,6854,2,14,4,1,15,3,FALSE,たまに,7,4,医療,2,3,4,4,2,2,FALSE,2010-05-26,
31,女性,既婚,営業,営業幹部,9637,3,9,2,2,14,3,FALSE,頻繁,7,4,マーケティング,3,3,1,1,4,3,FALSE,2014-10-15,
28,女性,既婚,研究開発,リサーチサイエンティスト,3591,1,3,1,1,25,4,FALSE,たまに,1,3,医療,3,3,1,3,3,3,FALSE,2014-06-01,
38,女性,既婚,営業,営業担当,5405,2,20,2,2,20,4,TRUE,たまに,2,4,マーケティング,4,1,4,2,1,2,FALSE,2013-10-10,
26,男性,独身,営業,営業幹部,4684,2,5,1,0,13,3,FALSE,たまに,10,3,医療,4,3,4,3,1,3,FALSE,2012-08-11,
58,男性,既婚,研究開発,リサーチディレクター,15787,4,23,2,0,14,3,TRUE,頻繁,15,4,ライフサイエンス,3,3,3,1,2,3,FALSE,2015-08-28,
18,女性,独身,研究開発,リサーチサイエンティスト,1514,1,0,1,0,16,3,FALSE,なし,14,3,医療,4,3,3,2,3,1,FALSE,2017-01-31,
31,男性,既婚,人事,人事,2956,1,2,0,0,17,3,FALSE,たまに,18,5,人事,4,4,1,4,3,3,TRUE,2012-09-18,2013-10-29
29,男性,離婚,人事,人事,2335,1,4,4,3,15,3,TRUE,たまに,13,3,人事,3,2,1,1,4,3,TRUE,2015-07-11,2017-10-11
45,女性,既婚,営業,営業幹部,5154,2,10,4,2,22,4,FALSE,なし,2,4,ライフサイエンス,3,3,3,3,2,4,FALSE,2009-10-25,
36,女性,既婚,研究開発,リサーチサイエンティスト,6962,2,15,4,1,22,4,TRUE,たまに,2,4,その他,2,3,2,4,4,3,FALSE,2016-04-04,
43,男性,既婚,営業,営業幹部,5675,2,7,1,1,20,4,FALSE,頻繁,2,4,ライフサイエンス,5,3,4,1,3,3,FALSE,2010-01-26,
27,女性,独身,研究開発,ラボ技術者,2379,1,6,0,0,14,3,TRUE,頻繁,5,2,ライフサイエンス,3,3,4,4,3,2,FALSE,2012-07-05,
29,男性,既婚,研究開発,ラボ技術者,3812,1,11,1,0,13,3,FALSE,頻繁,20,1,医療,3,3,4,4,2,4,FALSE,2006-05-11,
32,男性,独身,営業,営業幹部,4648,2,4,8,0,13,3,FALSE,頻繁,10,4,マーケティング,2,3,4,4,3,4,FALSE,2017-10-29,
42,男性,既婚,研究開発,リサーチサイエンティスト,2936,1,10,3,2,22,4,FALSE,なし,10,4,技術系,1,3,3,3,2,2,FALSE,2011-05-27,
47,女性,独身,研究開発,ラボ技術者,2105,1,7,4,0,12,3,FALSE,たまに,9,4,ライフサイエンス,2,3,3,2,3,3,FALSE,2015-02-12,
46,男性,離婚,研究開発,製造ディレクター,8578,3,12,3,1,14,3,FALSE,たまに,2,2,ライフサイエンス,4,3,4,4,3,2,FALSE,2008-07-06,
28,男性,離婚,人事,人事,2706,1,3,1,1,15,3,FALSE,なし,1,2,ライフサイエンス,2,3,4,3,2,3,FALSE,2014-12-26,
29,男性,離婚,研究開発,ヘルスケア担当,6384,2,11,8,2,17,3,FALSE,たまに,29,1,ライフサイエンス,3,1,3,4,4,3,FALSE,2010-10-28,
42,男性,独身,研究開発,ラボ技術者,3968,1,8,4,0,13,3,FALSE,たまに,8,3,ライフサイエンス,3,3,3,4,4,3,FALSE,2017-09-14,
32,男性,独身,営業,営業幹部,9907,2,7,7,0,12,3,TRUE,たまに,2,4,マーケティング,3,2,2,3,3,2,TRUE,2006-04-21,2008-07-30
46,女性,離婚,営業,営業幹部,13225,4,25,2,1,12,3,FALSE,たまに,3,3,技術系,5,4,1,1,4,3,FALSE,1998-12-10,
27,女性,既婚,営業,営業担当,3540,2,9,1,1,21,4,FALSE,たまに,23,1,医療,5,2,3,2,4,3,FALSE,2008-08-24,
29,男性,既婚,人事,人事,2804,1,1,1,0,11,3,FALSE,たまに,6,1,医療,3,2,2,4,4,3,FALSE,2016-06-04,
43,女性,既婚,研究開発,マネージャー,19392,5,21,7,0,13,3,FALSE,たまに,6,3,医療,2,2,3,1,4,3,FALSE,2001-06-20,
48,男性,既婚,研究開発,リサーチディレクター,19665,5,29,4,0,12,3,FALSE,たまに,10,3,ライフサイエンス,3,2,2,4,4,3,FALSE,1995-05-26,
29,男性,独身,研究開発,リサーチサイエンティスト,2439,1,1,1,0,24,4,TRUE,頻繁,24,2,ライフサイエンス,3,2,4,4,2,2,TRUE,2007-12-04,2009-05-29
46,女性,既婚,営業,営業幹部,7314,3,14,5,3,21,4,FALSE,たまに,10,3,ライフサイエンス,2,3,2,3,3,3,TRUE,2003-12-22,2012-02-08
27,女性,既婚,研究開発,リサーチサイエンティスト,4774,1,8,0,1,19,3,FALSE,頻繁,15,3,ライフサイエンス,2,2,1,4,4,2,FALSE,2010-01-14,
39,男性,離婚,研究開発,リサーチサイエンティスト,3902,2,7,8,3,14,3,FALSE,たまに,19,4,その他,2,3,4,4,2,3,FALSE,2015-04-06,
55,男性,既婚,研究開発,リサーチサイエンティスト,2662,1,19,8,1,20,4,FALSE,たまに,2,4,技術系,2,2,4,2,2,4,FALSE,2012-08-20,
28,女性,既婚,営業,営業担当,2856,1,1,1,1,19,3,FALSE,たまに,3,3,医療,3,3,2,2,4,3,FALSE,2016-11-07,
30,男性,独身,営業,営業担当,1081,1,1,1,0,13,3,FALSE,たまに,9,3,医療,3,3,4,2,3,2,TRUE,2012-11-26,2014-02-17
22,男性,独身,研究開発,リサーチサイエンティスト,2472,1,1,1,0,23,4,TRUE,たまに,7,1,ライフサイエンス,2,3,2,4,1,3,TRUE,2010-01-12,2011-10-11
36,女性,既婚,営業,営業幹部,5673,2,10,1,1,13,3,TRUE,たまに,10,4,技術系,4,2,3,2,1,3,FALSE,2007-12-15,
31,男性,離婚,研究開発,ラボ技術者,4197,2,10,1,1,11,3,FALSE,たまに,20,3,ライフサイエンス,2,3,3,2,1,3,FALSE,2007-05-30,
34,男性,既婚,営業,営業幹部,9713,3,9,2,3,13,3,TRUE,たまに,4,3,ライフサイエンス,3,3,4,3,4,3,FALSE,2012-11-04,
29,男性,独身,研究開発,ラボ技術者,2062,1,11,3,0,14,3,FALSE,たまに,7,3,ライフサイエンス,2,3,1,4,2,3,FALSE,2014-03-29,
37,男性,既婚,研究開発,リサーチサイエンティスト,4284,2,16,5,1,22,4,TRUE,たまに,7,4,医療,2,3,1,4,3,3,FALSE,2012-01-04,
35,女性,既婚,研究開発,製造ディレクター,4788,2,4,0,0,11,3,TRUE,たまに,16,2,その他,2,2,2,4,4,3,FALSE,2014-10-30,
45,女性,既婚,研究開発,製造ディレクター,5906,2,10,0,2,13,3,FALSE,たまに,25,2,ライフサイエンス,2,2,4,2,4,2,FALSE,2008-05-20,
36,男性,独身,人事,人事,3886,2,10,1,0,21,4,FALSE,頻繁,2,1,人事,2,2,4,2,4,2,FALSE,2007-06-20,
40,男性,離婚,研究開発,マネージャー,16823,4,22,2,1,11,3,FALSE,たまに,1,4,ライフサイエンス,3,3,1,1,1,3,FALSE,1998-03-09,
26,女性,既婚,研究開発,リサーチサイエンティスト,2933,1,1,1,1,13,3,TRUE,たまに,1,2,ライフサイエンス,3,2,3,2,3,2,FALSE,2016-09-06,
27,女性,独身,営業,営業幹部,6500,2,9,0,0,14,3,FALSE,たまに,2,2,医療,5,4,3,1,2,2,FALSE,2009-06-03,
48,女性,離婚,研究開発,マネージャー,17174,4,24,3,1,11,3,FALSE,頻繁,22,3,医療,3,3,4,4,2,3,FALSE,1995-12-07,
44,男性,既婚,研究開発,ヘルスケア担当,5033,2,10,2,1,15,3,FALSE,たまに,1,4,ライフサイエンス,5,4,1,2,4,3,FALSE,2015-06-08,
34,男性,既婚,研究開発,リサーチサイエンティスト,2307,1,5,1,1,23,4,TRUE,なし,16,4,技術系,2,1,1,4,2,3,TRUE,2002-07-28,2008-02-18
56,男性,独身,研究開発,ラボ技術者,2587,1,5,1,0,16,3,FALSE,たまに,24,2,ライフサイエンス,3,3,4,1,4,3,TRUE,2004-12-27,2009-06-03
36,男性,既婚,営業,営業幹部,5507,2,12,2,2,16,3,FALSE,たまに,17,2,マーケティング,1,2,2,3,3,1,FALSE,2013-01-15,
41,女性,既婚,営業,営業幹部,4393,2,14,5,1,21,4,FALSE,たまに,8,3,マーケティング,3,3,2,3,3,3,FALSE,2012-04-16,
42,男性,既婚,研究開発,リサーチディレクター,13348,3,18,9,1,13,3,FALSE,たまに,6,3,医療,3,3,1,3,2,4,FALSE,2004-09-29,
31,女性,離婚,営業,営業幹部,6583,2,8,2,1,11,3,TRUE,たまに,10,2,医療,2,3,4,3,4,3,FALSE,2012-01-29,
34,女性,既婚,営業,営業幹部,8103,2,9,3,0,12,3,TRUE,たまに,3,1,医療,3,2,4,4,3,2,FALSE,2013-08-01,
31,女性,離婚,研究開発,ラボ技術者,3978,1,4,8,1,12,3,FALSE,たまに,4,3,医療,0,4,3,1,2,2,FALSE,2015-03-10,
26,男性,既婚,研究開発,ラボ技術者,2544,1,8,0,1,18,3,FALSE,頻繁,6,3,その他,3,4,4,3,1,3,FALSE,2010-04-01,
45,男性,独身,研究開発,ヘルスケア担当,5399,2,12,4,0,12,3,FALSE,頻繁,1,4,医療,3,3,3,2,3,3,FALSE,2013-08-04,
33,男性,独身,営業,営業幹部,5487,2,10,1,0,14,3,FALSE,たまに,10,4,マーケティング,2,3,3,2,2,2,FALSE,2007-06-28,
28,男性,既婚,営業,営業幹部,6834,2,7,1,1,12,3,TRUE,頻繁,1,2,ライフサイエンス,2,2,4,3,3,3,FALSE,2010-06-18,
29,男性,独身,営業,営業担当,1091,1,1,1,0,17,3,FALSE,頻繁,24,3,技術系,3,4,1,3,4,3,TRUE,2010-10-11,2012-10-01
39,女性,既婚,営業,営業幹部,5736,2,10,6,1,19,3,FALSE,なし,21,4,ライフサイエンス,1,1,3,1,3,3,FALSE,2014-12-06,
27,男性,既婚,研究開発,リサーチサイエンティスト,2226,1,6,1,1,11,3,FALSE,たまに,2,4,技術系,3,3,2,2,3,2,FALSE,2012-03-26,
34,男性,既婚,研究開発,リサーチサイエンティスト,5747,2,16,1,0,15,3,TRUE,頻繁,22,4,その他,3,2,4,3,2,3,FALSE,2002-02-17,
28,女性,独身,営業,営業幹部,9854,2,6,3,0,11,3,TRUE,たまに,13,2,マーケティング,0,3,3,4,4,3,TRUE,2011-12-23,2014-12-19
47,男性,既婚,研究開発,リサーチサイエンティスト,5467,2,16,8,1,18,3,FALSE,なし,14,4,技術系,4,3,2,3,3,4,FALSE,2009-01-14,
56,女性,既婚,営業,営業幹部,5380,2,6,4,1,16,3,FALSE,たまに,11,5,マーケティング,3,2,1,4,3,3,FALSE,2017-05-14,
39,男性,既婚,研究開発,製造ディレクター,5151,2,10,1,1,25,4,FALSE,たまに,9,2,医療,3,3,1,1,4,3,FALSE,2007-12-09,
38,女性,離婚,研究開発,リサーチサイエンティスト,2133,2,20,1,1,16,3,TRUE,頻繁,8,3,医療,3,2,2,4,3,3,FALSE,1997-11-16,
58,女性,既婚,営業,マネージャー,17875,4,29,4,1,13,3,TRUE,たまに,21,3,ライフサイエンス,2,3,4,4,3,2,FALSE,2016-07-05,
32,女性,独身,研究開発,リサーチサイエンティスト,2432,1,8,3,0,14,3,TRUE,頻繁,5,2,ライフサイエンス,2,4,3,1,1,3,TRUE,2006-03-10,2010-11-07
38,男性,離婚,研究開発,リサーチサイエンティスト,4771,1,10,2,2,19,3,FALSE,たまに,9,2,ライフサイエンス,0,3,4,2,4,4,FALSE,2012-10-24,
49,男性,既婚,研究開発,リサーチディレクター,19161,5,28,3,0,15,3,FALSE,頻繁,2,1,ライフサイエンス,3,3,4,2,4,3,FALSE,2012-10-28,
42,男性,離婚,営業,営業幹部,5087,2,14,3,2,12,3,TRUE,たまに,12,4,マーケティング,4,3,4,2,3,3,FALSE,2017-11-20,
27,女性,既婚,人事,人事,2863,1,1,1,0,12,3,FALSE,頻繁,22,3,人事,2,2,2,1,1,3,TRUE,2012-09-07,2013-11-03
35,男性,既婚,営業,営業幹部,5561,2,6,0,1,16,3,FALSE,たまに,18,4,医療,2,3,1,2,4,1,FALSE,2012-02-23,
28,男性,独身,研究開発,リサーチサイエンティスト,2144,1,5,1,0,14,3,FALSE,なし,16,3,医療,3,3,3,3,3,2,FALSE,2012-07-30,
31,男性,離婚,研究開発,リサーチサイエンティスト,3065,1,4,1,1,13,3,TRUE,なし,3,2,医療,3,3,1,3,4,4,FALSE,2013-02-15,
36,男性,既婚,研究開発,ラボ技術者,2810,1,5,1,0,22,4,FALSE,なし,9,4,ライフサイエンス,3,4,2,1,2,3,FALSE,2012-03-06,
34,男性,独身,営業,営業幹部,9888,3,14,1,0,21,4,FALSE,たまに,1,3,マーケティング,3,3,4,1,1,2,FALSE,2003-01-09,
34,男性,離婚,営業,営業幹部,8628,3,9,1,1,18,3,FALSE,たまに,13,4,医療,2,3,3,4,3,2,FALSE,2009-05-15,
26,男性,独身,研究開発,ラボ技術者,2867,1,8,0,0,13,3,FALSE,たまに,1,3,医療,6,3,1,3,4,2,FALSE,2010-04-24,
29,男性,既婚,研究開発,ヘルスケア担当,5373,2,6,0,1,12,3,FALSE,たまに,1,3,ライフサイエンス,5,3,1,1,1,2,FALSE,2012-03-18,
32,女性,離婚,研究開発,ヘルスケア担当,6667,2,9,5,1,18,3,FALSE,なし,15,4,医療,6,3,4,3,2,3,FALSE,2012-12-20,
31,男性,既婚,研究開発,リサーチサイエンティスト,5003,2,10,1,0,21,4,FALSE,頻繁,1,3,ライフサイエンス,6,1,1,4,2,3,FALSE,2007-03-08,
28,男性,離婚,研究開発,ラボ技術者,2367,1,6,5,1,12,3,FALSE,たまに,17,3,技術系,2,2,4,3,1,2,TRUE,2010-01-24,2014-10-02
38,男性,独身,営業,営業担当,2858,1,20,4,0,14,3,FALSE,たまに,1,3,ライフサイエンス,3,2,1,1,1,2,FALSE,2016-07-28,
35,女性,既婚,営業,営業幹部,5204,2,10,1,0,11,3,TRUE,たまに,7,4,ライフサイエンス,2,3,4,3,4,3,FALSE,2007-10-05,
27,男性,独身,営業,営業幹部,4105,2,7,1,0,14,3,FALSE,たまに,9,3,マーケティング,5,3,4,4,1,3,FALSE,2010-12-30,
32,男性,独身,研究開発,製造ディレクター,9679,2,8,8,0,24,4,FALSE,たまに,5,4,ライフサイエンス,1,2,4,4,2,3,FALSE,2016-07-31,
31,男性,既婚,営業,営業幹部,5617,2,10,1,0,11,3,TRUE,頻繁,26,4,マーケティング,4,3,4,1,3,3,TRUE,1999-12-13,2010-05-18
53,男性,独身,営業,営業幹部,10448,3,15,6,0,13,3,TRUE,たまに,24,4,ライフサイエンス,2,3,1,1,2,2,TRUE,2013-01-18,2015-08-24
54,女性,既婚,研究開発,リサーチサイエンティスト,2897,2,9,3,2,11,3,FALSE,たまに,9,2,ライフサイエンス,6,3,3,1,3,2,FALSE,2013-01-07,
33,男性,離婚,研究開発,ヘルスケア担当,5968,2,9,1,3,20,4,FALSE,頻繁,7,2,ライフサイエンス,2,3,3,4,3,3,FALSE,2008-06-22,
43,男性,既婚,研究開発,ヘルスケア担当,7510,3,10,1,1,17,3,FALSE,たまに,11,3,ライフサイエンス,1,3,3,1,2,3,FALSE,2007-06-25,
38,男性,既婚,人事,人事,2991,1,7,0,1,11,3,TRUE,頻繁,1,4,その他,2,3,2,4,2,3,FALSE,2011-03-21,
55,男性,既婚,人事,マネージャー,19636,5,35,4,1,18,3,TRUE,たまに,26,4,人事,0,4,2,3,1,3,FALSE,2007-12-01,
31,女性,離婚,研究開発,ラボ技術者,1129,1,1,1,3,11,3,TRUE,たまに,2,1,医療,4,1,4,4,3,3,FALSE,2016-09-30,
39,男性,独身,営業,営業幹部,13341,4,21,0,0,12,3,FALSE,たまに,15,4,マーケティング,3,3,1,2,1,3,FALSE,1997-08-24,
42,男性,独身,研究開発,リサーチサイエンティスト,4332,2,20,1,0,12,3,FALSE,なし,23,2,ライフサイエンス,2,2,3,4,4,3,FALSE,1997-10-03,
31,女性,既婚,研究開発,リサーチディレクター,11031,3,13,4,1,20,4,FALSE,なし,10,3,医療,2,3,3,3,3,4,FALSE,2006-10-30,
54,女性,独身,研究開発,製造ディレクター,4440,2,9,6,0,19,3,TRUE,たまに,10,3,医療,3,3,1,3,4,3,FALSE,2012-06-06,
24,男性,独身,研究開発,ヘルスケア担当,4617,2,4,1,0,12,3,FALSE,たまに,1,2,ライフサイエンス,2,2,3,2,2,2,FALSE,2013-07-09,
23,男性,独身,研究開発,ラボ技術者,2647,1,5,1,0,13,3,FALSE,たまに,12,2,その他,6,3,4,4,3,4,FALSE,2012-03-11,
40,女性,既婚,研究開発,ラボ技術者,6323,2,10,1,1,11,3,FALSE,頻繁,11,3,技術系,2,3,3,4,1,4,FALSE,2007-04-03,
40,女性,既婚,営業,営業幹部,5677,2,15,3,1,14,3,FALSE,たまに,2,2,マーケティング,4,3,2,2,3,3,FALSE,2006-08-28,
25,女性,既婚,人事,人事,2187,1,6,4,0,14,3,FALSE,たまに,2,3,人事,3,3,2,3,3,3,FALSE,2015-03-13,
30,男性,既婚,研究開発,ラボ技術者,3748,1,12,1,0,13,3,FALSE,たまに,1,2,医療,6,3,2,4,3,2,FALSE,2005-10-02,
25,男性,離婚,研究開発,ラボ技術者,3977,1,7,6,1,19,3,TRUE,たまに,2,1,その他,2,3,3,4,3,2,FALSE,2015-05-30,
47,男性,独身,研究開発,ヘルスケア担当,8633,3,25,2,0,23,4,FALSE,たまに,25,3,医療,3,3,3,1,2,3,FALSE,2000-11-05,
33,男性,離婚,研究開発,ラボ技術者,2008,1,1,1,3,12,3,FALSE,なし,1,2,医療,2,2,3,2,3,2,FALSE,2016-10-29,
38,男性,既婚,営業,営業幹部,4440,2,16,0,2,15,3,FALSE,たまに,1,4,ライフサイエンス,3,3,2,4,1,3,FALSE,2002-10-11,
31,男性,既婚,営業,営業担当,3067,1,3,0,1,19,3,FALSE,たまに,2,2,ライフサイエンス,1,3,3,1,3,3,FALSE,2015-03-19,
38,男性,既婚,研究開発,製造ディレクター,5321,2,10,2,1,11,3,FALSE,頻繁,6,4,ライフサイエンス,1,2,3,1,4,3,FALSE,2009-08-13,
42,男性,離婚,研究開発,リサーチサイエンティスト,5410,2,9,6,1,17,3,TRUE,たまに,18,4,ライフサイエンス,3,3,1,4,3,2,FALSE,2013-02-03,
41,男性,既婚,研究開発,リサーチサイエンティスト,2782,1,12,3,1,22,4,FALSE,たまに,1,3,ライフサイエンス,3,3,4,4,1,3,FALSE,2012-11-18,
47,女性,既婚,研究開発,リサーチディレクター,11957,3,14,0,2,18,3,FALSE,なし,1,1,医療,3,3,2,3,1,1,FALSE,2004-01-06,
35,男性,既婚,研究開発,ラボ技術者,2660,1,5,7,1,11,3,TRUE,たまに,11,4,医療,3,3,3,4,3,3,FALSE,2015-04-01,
22,男性,独身,研究開発,リサーチサイエンティスト,3375,1,4,0,0,12,3,FALSE,たまに,1,2,ライフサイエンス,2,3,3,4,4,4,FALSE,2014-09-10,
35,男性,独身,研究開発,リサーチサイエンティスト,5098,2,10,1,0,19,3,FALSE,たまに,9,4,医療,5,3,3,2,2,3,FALSE,2007-12-26,
33,女性,既婚,研究開発,ヘルスケア担当,4878,2,10,0,1,13,3,TRUE,たまに,15,2,医療,6,3,4,2,1,3,FALSE,2008-04-27,
32,女性,独身,研究開発,ラボ技術者,2837,1,6,1,0,13,3,FALSE,たまに,29,4,ライフサイエンス,3,2,2,3,3,3,FALSE,2011-07-26,
40,男性,既婚,研究開発,ラボ技術者,2406,1,8,8,2,19,3,FALSE,たまに,1,4,ライフサイエンス,3,3,4,1,3,2,FALSE,2016-02-13,
32,男性,既婚,営業,営業担当,2269,1,3,0,1,14,3,FALSE,たまに,1,4,医療,2,2,2,2,2,3,FALSE,2015-12-06,
39,男性,独身,研究開発,リサーチサイエンティスト,4108,2,18,7,0,13,3,FALSE,たまに,24,1,ライフサイエンス,2,3,4,1,1,3,FALSE,2010-07-20,
38,女性,既婚,研究開発,リサーチディレクター,13206,3,20,3,1,12,3,FALSE,たまに,10,3,医療,3,1,3,2,1,3,FALSE,1999-02-12,
32,女性,既婚,営業,営業幹部,10422,3,14,1,2,19,3,FALSE,たまに,1,4,マーケティング,3,3,4,3,3,3,FALSE,2003-04-21,
37,女性,既婚,研究開発,リサーチディレクター,13744,3,16,1,1,25,4,TRUE,たまに,10,3,ライフサイエンス,2,4,4,3,1,3,FALSE,2001-09-12,
25,女性,離婚,営業,営業幹部,4907,2,6,0,1,22,4,TRUE,たまに,8,2,その他,3,3,3,1,2,2,FALSE,2012-06-02,
52,男性,離婚,営業,営業担当,3482,1,16,2,2,15,3,FALSE,なし,29,4,ライフサイエンス,3,3,4,1,2,2,FALSE,2008-02-18,
44,男性,独身,研究開発,リサーチサイエンティスト,2436,1,6,6,0,12,3,TRUE,たまに,1,3,医療,2,3,4,2,3,3,FALSE,2013-07-22,
21,男性,独身,営業,営業担当,2380,1,2,1,0,11,3,TRUE,たまに,5,1,医療,6,3,1,3,4,3,FALSE,2015-09-01,
39,男性,独身,研究開発,マネージャー,19431,5,21,2,0,13,3,FALSE,なし,9,3,ライフサイエンス,3,3,4,4,3,2,FALSE,2011-06-09,
23,男性,既婚,営業,営業担当,1790,1,1,1,1,19,3,FALSE,頻繁,9,3,マーケティング,3,3,1,4,1,2,TRUE,2011-07-22,2012-12-20
36,女性,既婚,営業,営業幹部,7644,3,10,0,2,19,3,FALSE,たまに,3,3,医療,2,2,4,1,3,3,FALSE,2008-03-03,
36,女性,離婚,研究開発,製造ディレクター,5131,2,18,7,3,13,3,FALSE,頻繁,4,2,ライフサイエンス,3,3,2,4,2,3,FALSE,2013-11-06,
56,男性,離婚,研究開発,ヘルスケア担当,6306,2,13,1,1,21,4,FALSE,なし,1,4,ライフサイエンス,2,3,3,3,1,2,FALSE,2004-05-06,
29,男性,既婚,研究開発,リサーチサイエンティスト,4787,1,4,9,3,14,3,TRUE,たまに,1,4,医療,3,3,4,1,2,4,TRUE,2007-04-15,2009-04-14
42,男性,既婚,研究開発,マネージャー,18880,5,24,5,0,11,3,FALSE,たまに,2,3,ライフサイエンス,2,3,3,1,1,2,FALSE,1995-09-07,
56,男性,既婚,研究開発,ラボ技術者,2339,1,14,8,1,11,3,FALSE,たまに,7,2,技術系,4,3,3,4,4,1,TRUE,2002-07-23,2013-07-04
41,女性,既婚,研究開発,製造ディレクター,13570,4,21,0,1,23,4,FALSE,たまに,28,4,ライフサイエンス,3,2,2,1,3,3,FALSE,1997-12-28,
34,女性,既婚,営業,営業幹部,6712,2,8,1,2,21,4,FALSE,たまに,28,3,マーケティング,2,2,3,4,4,3,FALSE,2009-12-04,
36,男性,離婚,営業,営業幹部,5406,2,15,1,1,24,4,FALSE,なし,15,4,マーケティング,4,1,4,4,1,2,FALSE,2002-10-16,
41,男性,離婚,営業,営業幹部,8938,2,14,2,1,11,3,FALSE,たまに,3,3,ライフサイエンス,5,2,2,3,3,3,FALSE,2012-01-04,
32,男性,独身,研究開発,リサーチサイエンティスト,2439,1,4,1,0,14,3,FALSE,たまに,2,3,技術系,4,3,1,4,4,3,FALSE,2013-07-06,
35,女性,独身,人事,人事,8837,3,9,1,0,16,3,TRUE,たまに,26,4,ライフサイエンス,2,3,4,3,3,3,FALSE,2008-05-17,
38,女性,既婚,営業,営業幹部,5343,2,10,1,1,11,3,FALSE,たまに,10,2,ライフサイエンス,1,3,4,1,3,3,FALSE,2007-12-31,
